año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,sup_sembrada_ha
2006,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,17737
2007,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,18111
2008,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,17077
2009,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,17629
2010,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,18094
2011,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,19852
2012,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,19589
2013,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,21373
2014,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,20807
2015,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,20929
2016,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,18750
2017,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,17271
2018,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,19003
2019,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,18276
2020,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,17958
2021,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,18327
2022,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,16972
2023,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,16814
2024,Tucumán,Simoca,Soja,-27.4238370613532,-65.2924847788807,NOA,17683
2000,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,11551
2001,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,12349
2002,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,13244
2003,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,14247
2004,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,14716
2005,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,16572
2006,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,17158
2007,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,18307
2008,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,17765
2009,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,18185
2010,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,17911
2011,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,18848
2012,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,18425
2013,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,20675
2014,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,21031
2015,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,21772
2016,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,19341
2017,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,17096
2018,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,18042
2019,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,17190
2020,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,17371
2021,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,18525
2022,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,17656
2023,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,17344
2024,Tucumán,Chicligasta,Soja,-27.2696018679715,-65.8110637206058,NOA,17504
2000,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,11366
2001,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,11872
2002,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,12696
2003,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,13950
2004,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,14835
2005,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,16937
2006,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,17339
2007,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,18014
2008,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,17079
2009,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,17432
2010,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,17537
2011,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,19002
2012,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,18830
2013,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,20893
2014,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,20695
2015,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,20933
2016,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,18541
2017,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,16739
2018,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,18189
2019,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,17568
2020,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,17555
2021,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,18229
2022,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,16975
2023,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,16626
2024,Tucumán,Monteros,Soja,-27.1106201705702,-65.6430768814482,NOA,17138
2000,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,10890
2001,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,12124
2002,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,13666
2003,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,15047
2004,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,15205
2005,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,16255
2006,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,16154
2007,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,17259
2008,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,17442
2009,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,18764
2010,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,18916
2011,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,19474
2012,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,18072
2013,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,19465
2014,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,19828
2015,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,21377
2016,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,19957
2017,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,18057
2018,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,18641
2019,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,16861
2020,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,16355
2021,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,17465
2022,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,17335
2023,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,17896
2024,Tucumán,Leales,Soja,-27.1918831757327,-65.0848647351414,NOA,18487
2000,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,8784
2001,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,9229
2002,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,9852
2003,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,10733
2004,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,11318
2005,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,12899
2006,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,13282
2007,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,13922
2008,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,13276
2009,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,13528
2010,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,13493
2011,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,14497
2012,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,14341
2013,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,16004
2014,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,15994
2015,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,16272
2016,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,14388
2017,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,12880
2018,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,13877
2019,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,13380
2020,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,13447
2021,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,14088
2022,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,13195
2023,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,12902
2024,Chaco,O'Higgins,Soja,-27.2556537688374,-60.6799749172166,NEA,13187
2000,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,8168
2001,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,8923
2002,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,10205
2003,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,11643
2004,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,12140
2005,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,13036
2006,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,12599
2007,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,12945
2008,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,12837
2009,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,14012
2010,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,14637
2011,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,15550
2012,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,14493
2013,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,15181
2014,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,14872
2015,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,15734
2016,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,14903
2017,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,13972
2018,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,14884
2019,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,13522
2020,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,12755
2021,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,13100
2022,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,12759
2023,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,13364
2024,Chaco,12 de Octubre,Soja,-27.3333760774448,-61.4758065480051,NEA,14305
2000,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,7032
2001,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,7811
2002,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,8897
2003,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,9944
2004,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,10141
2005,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,10801
2006,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,10577
2007,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,11144
2008,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,11238
2009,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,12215
2010,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,12500
2011,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,12989
2012,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,12008
2013,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,12745
2014,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,12803
2015,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,13773
2016,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,12992
2017,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,11932
2018,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,12433
2019,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,11203
2020,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,10709
2021,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,11277
2022,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,11169
2023,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,11650
2024,Chaco,General Güemes,Soja,-25.212576905898,-61.3344270231873,NEA,12216
2000,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,7936
2001,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,8466
2002,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,9567
2003,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,11005
2004,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,11722
2005,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,12832
2006,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,12444
2007,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,12578
2008,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,12179
2009,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,13135
2010,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,13835
2011,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,15014
2012,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,14267
2013,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,14994
2014,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,14450
2015,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,14927
2016,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,13971
2017,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,13206
2018,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,14372
2019,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,13310
2020,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,12598
2021,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,12728
2022,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,12105
2023,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,12528
2024,Chaco,Sargento Cabral,Soja,-26.7997133020842,-59.5191057139149,NEA,13521
2000,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,8714
2001,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,9659
2002,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,10744
2003,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,11678
2004,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,11763
2005,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,12698
2006,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,12816
2007,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,13811
2008,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,13896
2009,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,14751
2010,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,14681
2011,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,15066
2012,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,14117
2013,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,15443
2014,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,15867
2015,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,17031
2016,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,15689
2017,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,14013
2018,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,14421
2019,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,13171
2020,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,12975
2021,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,13976
2022,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,13811
2023,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,14069
2024,Chaco,Tapenagá,Soja,-27.6596299369227,-59.827840211346,NEA,14347
2000,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,8349
2001,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,9254
2002,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,10293
2003,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,11188
2004,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,11269
2005,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,12165
2006,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,12278
2007,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,13232
2008,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,13313
2009,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,14132
2010,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,14065
2011,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,14434
2012,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,13525
2013,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,14795
2014,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,15201
2015,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,16317
2016,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,15031
2017,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,13426
2018,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,13816
2019,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,12619
2020,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,12431
2021,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,13389
2022,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,13232
2023,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,13479
2024,Chaco,Presidencia de la Plaza,Soja,-27.0446247369186,-59.7745640420007,NEA,13745
2000,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,8435
2001,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,8973
2002,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,9603
2003,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,10353
2004,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,10751
2005,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,12155
2006,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,12581
2007,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,13368
2008,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,12909
2009,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,13184
2010,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,13015
2011,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,13770
2012,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,13514
2013,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,15159
2014,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,15357
2015,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,15821
2016,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,14023
2017,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,12424
2018,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,13181
2019,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,12608
2020,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,12737
2021,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,13527
2022,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,12830
2023,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,12575
2024,Chaco,Quitilipi,Soja,-26.6663185244379,-60.1729742758302,NEA,12720
2000,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,8406
2001,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,9111
2002,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,9864
2003,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,10586
2004,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,10793
2005,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,11992
2006,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,12377
2007,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,13322
2008,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,13108
2009,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,13544
2010,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,13309
2011,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,13824
2012,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,13333
2013,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,14914
2014,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,15305
2015,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,16065
2016,Chaco,Independencia,Soja,-26.735179032354,-60.7563736019567,NEA,14405
