año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,rendimiento_tn_ha
2006,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,2.43
2007,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,2.97
2008,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.18
2009,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,2.89
2010,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,2.96
2011,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.07
2012,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,2.62
2013,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.07
2014,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.1
2015,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.08
2016,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,2.0
2017,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.25
2018,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.35
2019,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.39
2020,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.15
2021,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.46
2022,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,1.78
2023,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.56
2024,Santa Fe,Caseros,Soja,-33.2249739383268,-61.5428621200429,Pampa Húmeda,3.46
2000,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.61
2001,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.82
2002,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.49
2003,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.81
2004,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.72
2005,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.85
2006,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.43
2007,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.97
2008,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.18
2009,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.89
2010,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.96
2011,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.07
2012,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.62
2013,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.07
2014,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.1
2015,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.08
2016,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,2.0
2017,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.25
2018,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.35
2019,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.39
2020,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.15
2021,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.46
2022,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,1.78
2023,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.56
2024,Santa Fe,Rosario,Soja,-33.1178472652264,-60.7232422315034,Pampa Húmeda,3.46
2000,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.61
2001,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.82
2002,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.49
2003,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.81
2004,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.72
2005,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.85
2006,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.43
2007,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.97
2008,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.18
2009,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.89
2010,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.96
2011,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.07
2012,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.62
2013,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.07
2014,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.1
2015,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.08
2016,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,2.0
2017,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.25
2018,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.35
2019,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.39
2020,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.15
2021,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.46
2022,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,1.78
2023,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.56
2024,Santa Fe,San Lorenzo,Soja,-32.9413325358441,-60.9640078882428,Pampa Húmeda,3.46
2000,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.61
2001,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.82
2002,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.49
2003,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.81
2004,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.72
2005,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.85
2006,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.43
2007,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.97
2008,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.18
2009,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.89
2010,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.96
2011,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.07
2012,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.62
2013,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.07
2014,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.1
2015,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.08
2016,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,2.0
2017,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.25
2018,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.35
2019,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.39
2020,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.15
2021,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.46
2022,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,1.78
2023,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.56
2024,Santa Fe,Iriondo,Soja,-32.7060836089974,-61.273387709005,Pampa Húmeda,3.46
2000,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.61
2001,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.82
2002,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.49
2003,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.81
2004,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.72
2005,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.85
2006,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.43
2007,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.97
2008,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.18
2009,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.89
2010,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.96
2011,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.07
2012,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.62
2013,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.07
2014,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.1
2015,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.08
2016,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,2.0
2017,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.25
2018,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.35
2019,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.39
2020,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.15
2021,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.46
2022,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,1.78
2023,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.56
2024,Santa Fe,San Martín,Soja,-32.0122706461745,-61.8090742014148,Pampa Húmeda,3.46
2000,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.61
2001,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.82
2002,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.49
2003,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.81
2004,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.72
2005,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.85
2006,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.43
2007,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.97
2008,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.18
2009,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.89
2010,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.96
2011,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.07
2012,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.62
2013,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.07
2014,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.1
2015,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.08
2016,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,2.0
2017,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.25
2018,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.35
2019,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.39
2020,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.15
2021,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.46
2022,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,1.78
2023,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.56
2024,Santa Fe,La Capital,Soja,-31.4753563668226,-60.6694790136058,Pampa Húmeda,3.46
2000,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.61
2001,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.82
2002,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.49
2003,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.81
2004,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.72
2005,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.85
2006,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.43
2007,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.97
2008,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.18
2009,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.89
2010,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.96
2011,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.07
2012,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.62
2013,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.07
2014,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.1
2015,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.08
2016,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,2.0
2017,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.25
2018,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.35
2019,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.39
2020,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.15
2021,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.46
2022,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,1.78
2023,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.56
2024,Santa Fe,Castellanos,Soja,-31.2314615495091,-61.6572584461682,Pampa Húmeda,3.46
2000,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.61
2001,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.82
2002,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.49
2003,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.81
2004,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.72
2005,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.85
2006,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.43
2007,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.97
2008,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.18
2009,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.89
2010,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.96
2011,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.07
2012,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.62
2013,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.07
2014,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.1
2015,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.08
2016,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,2.0
2017,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.25
2018,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.35
2019,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.39
2020,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.15
2021,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.46
2022,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,1.78
2023,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.56
2024,Santa Fe,Garay,Soja,-31.0546413334486,-60.1258077355938,Pampa Húmeda,3.46
2000,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,1.98
2001,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.14
2002,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,1.89
2003,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.13
2004,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.07
2005,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.16
2006,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,1.85
2007,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.26
2008,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.41
2009,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.2
2010,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.25
2011,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.33
2012,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,1.99
2013,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.33
2014,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.35
2015,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.34
2016,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,1.52
2017,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.47
2018,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.54
2019,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.57
2020,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.39
2021,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.62
2022,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,1.35
2023,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.71
2024,Entre Ríos,Concordia,Soja,-31.2902983724746,-58.2378696898985,NEA,2.62
2000,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,1.98
2001,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.14
2002,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,1.89
2003,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.13
2004,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.07
2005,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.16
2006,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,1.85
2007,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.26
2008,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.41
2009,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.2
2010,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.25
2011,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.33
2012,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,1.99
2013,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.33
2014,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.35
2015,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.34
2016,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,1.52
2017,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.47
2018,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.54
2019,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.57
2020,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.39
2021,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.62
2022,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,1.35
2023,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.71
2024,Entre Ríos,Federal,Soja,-30.9924267798293,-58.8918600477175,NEA,2.62
2000,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,1.98
2001,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.14
2002,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,1.89
2003,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.13
2004,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.07
2005,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.16
2006,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,1.85
2007,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.26
2008,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.41
2009,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.2
2010,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.25
2011,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.33
2012,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,1.99
2013,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.33
2014,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.35
2015,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.34
2016,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,1.52
2017,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.47
2018,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.54
2019,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.57
2020,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.39
2021,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,2.62
2022,Entre Ríos,Gualeguaychú,Soja,-33.0223490410459,-58.7858051710614,NEA,1.35
